listing_id,location,property_type,rooms,bathrooms,car_parks,size_sqft,furnished,monthly_rent,date_listed,agent_rating
KV101160,  Mont Kiara ,Serviced Residence,3.0,2.0,0.0,840 sq. ft.,Fully Furnished,"RM 4,550",2026-04-07,3.6
KV100522,Subang Jaya,Apartment,4.0,3.0,,810 sq. ft.,partially furnished,"RM 1,850",23/01/2026,4.4
KV100327,Mont Kiara,Condominium,4.0,3.0,2.0,"1,000 sq. ft.",Fully Furnished,"RM 5,250",02/08/2026,3.1
KV100317,PUCHONG,Condominium,2.0,1.0,1.0,"1,290 sq. ft.",Fully Furnished,"RM 3,200",2025-06-09,4.2
KV100886,PUCHONG,Serviced Residence,4.0,3.0,,780 sq. ft.,Full Furnished,"RM 1,900",2025-10-15,2.6
KV100652,Cheras,Apartment,3.0,3.0,2.0,660 sq. ft.,Unfurnished,"RM 1,100",2025-04-25,3.7
KV100547,Cheras,Terrace House,5.0,4.0,2.0,"1,170 sq. ft.",Not Furnished,"RM 1,650",2026-06-26,3.1
KV100746,Subang Jaya,Condominium,4.0,3.0,2.0,"1,200 sq. ft.",FULLY FURNISHED,"RM 2,600",2025-12-25,3.5
KV100980,Cyberjaya,Serviced Residence,3.0,2.0,2.0,840 sq. ft.,not furnished,"RM 1,800",2025-04-06,3.3
KV100498,  Kajang ,Apartment,3.0,2.0,0.0,"1,090 sq. ft.",Fully Furnished,"RM 74,018",31/07/2025,3.8
KV100511,KLCC,Apartment,3.0,3.0,,940 sq. ft.,Partially Furnished,"RM 4,350",2025-09-28,4.5
KV100800,mont kiara,Studio,1.0,1.0,2.0,380 sq. ft.,,"RM 1,900",2026-04-24,3.3
KV100148,klcc,Serviced Residence,4.0,4.0,,"1,080 sq. ft.",Fully Furnished,"RM 5,650",2026-07-04,4.6
KV100964,Mont Kiara,Apartment,2.0,2.0,1.0,660 sq. ft.,Not Furnished,"RM 2,350",2026-08-11,4.6
KV100985,Subang Jaya,Apartment,2.0,1.0,,990 sq. ft.,Partially Furnished,"RM 2,150",2025-09-20,2.7
KV100551,Petaling Jaya,Studio,1.0,1.0,0.0,560 sq. ft.,Fully Furnished,"RM 1,650",2025-04-17,4.5
KV100779,Ampang,Serviced Residence,4.0,4.0,2.0,710 sq. ft.,Not Furnished,"RM 1,750",2025-08-31,4.0
KV101040,Kajang  ,Condominium,4.0,3.0,2.0,"1,050 sq. ft.",Fully Furnished,"RM 2,100",2026-07-10,
KV100365,  Ampang ,Apartment,2.0,1.0,0.0,730 sq. ft.,Not Furnished,"RM 1,700",2025-08-21,4.7
KV101187,Subang Jaya,Condominium,4.0,4.0,1.0,"1,000 sq. ft.",Fully Furnished,"RM 2,800",2026-08-25,3.8
KV100467,Puchong,Apartment,4.0,3.0,1.0,,Fully Furnished,"RM 2,200",2026-08-24,
KV100858,Mont Kiara,Condominium,2.0,1.0,,"1,250 sq. ft.",Not Furnished,"RM 4,250",17/06/2025,4.1
KV100831,Setapak,Condominium,4.0,3.0,,820 sq. ft.,Partially Furnished,"RM 1,700",18/09/2025,4.5
KV100972,PETALING JAYA,Serviced Residence,4.0,4.0,2.0,930 sq. ft.,Partially Furnished,"RM 2,550",16/08/2026,
KV100869,Subang Jaya,Terrace House,3.0,2.0,2.0,"2,180 sq. ft.",Full Furnished,"RM 5,550",2026-07-07,4.4
KV100232,Cheras,Serviced Residence,2.0,1.0,,800 sq. ft.,Not Furnished,"RM 1,750",2025-09-19,3.8
KV100903,Mont Kiara,Condominium,4.0,3.0,,"1,090 sq. ft.",Fully Furnished,"RM 6,050",01/08/2026,4.1
KV100667,BANGSAR,Apartment,4.0,3.0,3.0,590 sq. ft.,Fully Furnished,"RM 2,050",2025-05-27,3.3
KV100828,Kajang,Terrace House,5.0,5.0,3.0,"1,770 sq. ft.",NOT FURNISHED,"RM 2,250",22/07/2025,4.2
KV100432,Puchong  ,Terrace House,3.0,2.0,2.0,"1,590 sq. ft.",,"RM 2,550",05/01/2026,4.2
KV100531,  Setapak ,Condominium,4.0,3.0,3.0,"1,000 sq. ft.",Not Furnished,"RM 1,950",24/09/2025,
KV100158,petaling jaya,Serviced Residence,2.0,2.0,1.0,830 sq. ft.,Fully Furnished,"RM 2,400",2026-02-28,4.1
KV100315,Cheras,Terrace House,5.0,,2.0,"1,700 sq. ft.",Partly Furnished,"RM 2,750",09/12/2025,3.8
KV100256,BANGSAR,Studio,1.0,1.0,0.0,460 sq. ft.,Not Furnished,"RM 1,700",2026-03-12,4.2
KV100778,Cheras,Apartment,3.0,2.0,,"1,120 sq. ft.",Fully Furnished,"RM 2,400",2026-07-01,
KV100096,Cheras,Serviced Residence,4.0,3.0,3.0,"1,000 sq. ft.",Fully Furnished,"RM 2,350",18/08/2025,4.5
KV101196,kajang,Apartment,3.0,2.0,,740 sq. ft.,Fully Furnished,"RM 1,300",2025-10-04,4.7
KV100489,Cyberjaya,Studio,1.0,1.0,0.0,430 sq. ft.,Fully Furnished,"RM 1,250",18/04/2025,3.4
KV100384,Shah Alam,Serviced Residence,2.0,1.0,,760 sq. ft.,Partially Furnished,"RM 2,050",28/08/2026,3.9
KV100611,KLCC,Apartment,4.0,4.0,3.0,940 sq. ft.,Partially Furnished,"RM 4,300",2025-03-22,4.4
KV100177,Kajang,Condominium,3.0,2.0,0.0,860 sq. ft.,Fully Furnished,"RM 1,600",23/12/2025,3.7
KV100525,Ampang,Serviced Residence,99.0,1.0,2.0,960 sq. ft.,Partially Furnished,"RM 3,050",19/03/2025,4.5
KV100328,Petaling Jaya  ,Terrace House,3.0,3.0,0.0,"1,390 sq. ft.",fully furnished,"RM 3,350",2025-09-05,4.4
KV100314,Setapak,Terrace House,5.0,4.0,3.0,"1,230 sq. ft.",Fully Furnished,"RM 2,300",2026-01-16,3.0
KV100415,Bangsar  ,Condominium,2.0,2.0,,"1,350 sq. ft.",Partially Furnished,"RM 5,700",2026-04-09,3.7
KV100357,Kajang,Apartment,3.0,2.0,2.0,780 sq. ft.,Fully Furnished,"RM 1,350",27/04/2026,4.1
KV100347,Subang Jaya,Condominium,4.0,4.0,,"1,290 sq. ft.",Fully Furnished,"RM 3,700",2025-06-02,3.8
KV100936,Puchong,Apartment,3.0,2.0,2.0,730 sq. ft.,Fully Furnished,"RM 1,650",18/10/2025,3.5
KV100298,Shah Alam,Condominium,3.0,2.0,2.0,"1,170 sq. ft.",Partially Furnished,"RM 2,700",2025-05-26,4.0
KV100455,Kajang,Studio,1.0,1.0,2.0,480 sq. ft.,PARTIALLY FURNISHED,RM 950,2025-04-06,4.1
KV100572,SETAPAK,Serviced Residence,4.0,3.0,,930 sq. ft.,NOT FURNISHED,"RM 1,900",2026-01-12,4.2
KV100361,Kajang,Condominium,4.0,3.0,1.0,670 sq. ft.,NOT FURNISHED,"RM 1,150",2026-04-18,3.7
KV100818,KAJANG,Serviced Residence,4.0,3.0,,970 sq. ft.,Fully Furnished,"RM 2,050",2025-09-22,4.0
KV100732,mont kiara,Serviced Residence,4.0,4.0,3.0,990 sq. ft.,Fully Furnished,"RM 4,950",12/08/2025,4.6
KV100830,  Mont Kiara ,Serviced Residence,2.0,,,940 sq. ft.,Fully Furnished,"RM 3,900",2025-09-15,
KV100975,Cyberjaya,Condominium,2.0,,1.0,"1,230 sq. ft.",Fully Furnished,"RM 3,150",04/07/2026,4.5
KV100249,Setapak,Condominium,3.0,3.0,,"1,080 sq. ft.",Fully Furnished,"RM 2,300",03/06/2026,4.4
KV100817,Petaling Jaya,Condominium,3.0,2.0,0.0,"1,110 sq. ft.",Partially Furnished,"RM 3,050",2026-06-06,4.3
KV100015,KLCC,Condominium,3.0,2.0,,"1,220 sq. ft.",Partially Furnished,"RM 6,200",21/08/2025,4.8
KV101027,Subang Jaya,Serviced Residence,2.0,2.0,1.0,"1,040 sq. ft.",Not Furnished,"RM 2,300",2025-04-28,3.7
KV100159,  Ampang ,Apartment,2.0,1.0,1.0,700 sq. ft.,PARTIALLY FURNISHED,"RM 1,800",20/11/2025,
KV100602,Cheras,Condominium,2.0,2.0,,"1,010 sq. ft.",Not Furnished,"RM 1,700",2025-07-04,4.0
KV100743,shah alam,Condominium,2.0,1.0,2.0,"1,200 sq. ft.",Partially Furnished,"RM 2,800",2026-04-27,4.1
KV101166,SUBANG JAYA,Apartment,2.0,,,940 sq. ft.,Partially Furnished,"RM 2,350",2025-05-19,
KV100360,Subang Jaya,Serviced Residence,2.0,2.0,1.0,750 sq. ft.,Fully Furnished,"RM 2,250",11/04/2026,4.3
KV100048,Cyberjaya,Studio,1.0,1.0,,340 sq. ft.,Fully Furnished,RM 950,30/10/2025,
KV100202,Kajang,Condominium,2.0,1.0,0.0,"1,210 sq. ft.",Partially Furnished,"RM 2,050",2026-06-09,3.4
KV100330,SETAPAK,Apartment,2.0,1.0,2.0,"16,566 sq. ft.",Fully Furnished,"RM 1,150",16/02/2026,3.2
KV100610,Kajang,Serviced Residence,3.0,2.0,2.0,480 sq. ft.,FULLY FURNISHED,"RM 1,050",2025-05-03,3.9
KV100924,KLCC,Apartment,3.0,3.0,0.0,850 sq. ft.,Not Furnished,"RM 4,000",16/08/2025,4.2
KV100112,KLCC,Terrace House,4.0,3.0,2.0,"1,550 sq. ft.",FULLY FURNISHED,"RM 5,550",2025-08-14,4.5
KV100338,Bangsar,Studio,1.0,1.0,,360 sq. ft.,Fully Furnished,"RM 1,800",2025-11-28,3.4
KV101121,Cyberjaya,Apartment,3.0,,2.0,920 sq. ft.,Not Furnished,"RM 1,750",2026-05-08,4.4
KV100307,Bangsar,Condominium,,3.0,0.0,"1,170 sq. ft.",Partially Furnished,"RM 4,450",2026-01-27,2.7
KV100669,Puchong,Serviced Residence,4.0,,2.0,960 sq. ft.,Not Furnished,"RM 1,600",20/03/2025,
KV100422,klcc,Condominium,3.0,2.0,,"1,150 sq. ft.",Not Furnished,"RM 5,150",2026-02-04,3.7
KV100416,Setapak,Apartment,3.0,2.0,0.0,670 sq. ft.,,"RM 1,350",2026-05-21,4.2
KV100971,ampang,Studio,1.0,1.0,2.0,430 sq. ft.,Fully Furnished,"RM 1,450",2026-07-02,4.2
KV100410,Shah Alam,Condominium,2.0,1.0,2.0,"1,230 sq. ft.",fully furnished,"RM 3,050",2026-01-02,4.3
KV101125,shah alam,Condominium,4.0,4.0,1.0,"1,220 sq. ft.",Not Furnished,"RM 2,300",12/03/2025,3.1
KV100806,Subang Jaya,Studio,1.0,1.0,,440 sq. ft.,Partially Furnished,"RM 1,050",2026-04-06,3.0
KV100893,petaling jaya,Condominium,3.0,3.0,0.0,"1,480 sq. ft.",Fully Furnished,"RM 4,250",2025-04-18,3.8
KV100658,Puchong,Apartment,4.0,3.0,,760 sq. ft.,Partially Furnished,"RM 1,200",2026-07-31,4.6
KV100395,Cyberjaya,Condominium,4.0,3.0,3.0,"1,140 sq. ft.",Partially Furnished,"RM 2,500",2026-07-02,4.1
KV100797,Setapak,Apartment,3.0,3.0,2.0,930 sq. ft.,Fully Furnished,"RM 1,450",2025-07-17,3.2
KV100459,KLCC,Terrace House,4.0,3.0,1.0,"1,530 sq. ft.",Partially Furnished,"RM 6,600",23/04/2025,4.6
KV100983,Mont Kiara,Condominium,2.0,2.0,1.0,,Fully Furnished,"RM 5,350",2026-07-23,4.1
KV100696,Kajang,Apartment,4.0,3.0,1.0,"1,030 sq. ft.",Partially Furnished,"RM 1,350",22/09/2025,4.5
KV100449,Subang Jaya  ,Condominium,4.0,3.0,,"1,050 sq. ft.",Fully Furnished,"RM 2,850",2025-08-17,
KV100649,Shah Alam,Serviced Residence,3.0,2.0,,920 sq. ft.,PARTIALLY FURNISHED,"RM 2,350",2026-04-21,3.3
KV100080,Petaling Jaya,Condominium,2.0,1.0,1.0,"1,030 sq. ft.",,"RM 3,050",2026-08-21,4.4
KV100656,Puchong,Serviced Residence,2.0,2.0,,910 sq. ft.,Fully Furnished,"RM 2,200",2025-10-27,4.8
KV100215,Kajang,Terrace House,4.0,3.0,2.0,"1,540 sq. ft.",Partially Furnished,"RM 2,050",2025-12-31,4.3
KV100635,Ampang,Serviced Residence,3.0,3.0,2.0,"1,050 sq. ft.",FULLY FURNISHED,"RM 3,850",2025-11-14,4.0
KV100030,Subang Jaya,Serviced Residence,4.0,3.0,3.0,860 sq. ft.,Fully Furnished,"RM 2,650",13/06/2025,4.5
KV100242,  Setapak ,Apartment,4.0,3.0,2.0,660 sq. ft.,Partially Furnished,"RM 1,200",2025-11-02,3.4
KV101165,CHERAS,Terrace House,5.0,5.0,,"1,850 sq. ft.",Partly Furnished,"RM 3,300",2025-10-11,4.1
KV100209,Mont Kiara,Apartment,3.0,2.0,0.0,960 sq. ft.,Not Furnished,"RM 2,750",2026-02-18,4.4
KV100650,Setapak,Apartment,2.0,2.0,1.0,870 sq. ft.,Not Furnished,"RM 1,400",2025-12-18,3.2
KV100435,  Cheras ,Condominium,4.0,4.0,2.0,"1,280 sq. ft.",Fully Furnished,"RM 3,350",12/03/2025,3.7
KV101178,Kajang,Studio,1.0,1.0,2.0,410 sq. ft.,PARTIALLY FURNISHED,RM 800,2026-04-17,3.4
KV101122,Setapak,Serviced Residence,4.0,,,950 sq. ft.,Fully Furnished,"RM 2,200",06/10/2025,4.9
KV100804,Cheras  ,Condominium,2.0,1.0,2.0,"1,220 sq. ft.",Fully Furnished,"RM 2,900",16/07/2026,2.8
KV100403,Subang Jaya  ,Apartment,4.0,3.0,2.0,870 sq. ft.,Partially Furnished,"RM 1,950",2026-07-03,4.4
KV101082,  Puchong ,Condominium,2.0,1.0,1.0,"1,710 sq. ft.",Not Furnished,"RM 2,750",2026-01-31,4.1
KV100362,Mont Kiara,Condominium,3.0,2.0,2.0,"1,350 sq. ft.",Partially Furnished,"RM 5,800",2026-02-21,3.9
KV100271,Petaling Jaya,Condominium,4.0,4.0,2.0,900 sq. ft.,Not Furnished,"RM 2,100",2026-01-08,4.3
KV100466,Bangsar  ,Apartment,3.0,2.0,2.0,610 sq. ft.,FULLY FURNISHED,"RM 2,400",2026-06-10,4.1
KV100815,Subang Jaya,Apartment,2.0,2.0,,890 sq. ft.,Fully Furnished,"RM 2,350",2026-04-14,3.3
KV100792,Cheras,Condominium,4.0,4.0,2.0,"1,650 sq. ft.",Fully Furnished,"RM 3,700",23/05/2025,2.3
KV100277,puchong,Apartment,4.0,3.0,,830 sq. ft.,Not Furnished,"RM 1,300",2025-07-26,
KV101094,Mont Kiara  ,Terrace House,5.0,4.0,2.0,"1,500 sq. ft.",Partially Furnished,"RM 4,700",2025-11-12,3.9
KV101171,cheras,Apartment,3.0,3.0,2.0,750 sq. ft.,Fully Furnished,"RM 1,650",2026-02-21,3.9
KV101061,CHERAS,Studio,1.0,1.0,0.0,360 sq. ft.,Fully Furnished,RM 900,2026-05-15,3.2
KV100957,Cyberjaya,Studio,1.0,1.0,0.0,450 sq. ft.,Partially Furnished,"RM 1,000",11/04/2026,3.1
KV100442,Setapak,Apartment,2.0,2.0,2.0,950 sq. ft.,Fully Furnished,"RM 1,900",2026-07-31,4.7
KV100299,Cheras,Serviced Residence,2.0,1.0,1.0,560 sq. ft.,Fully Furnished,"RM 1,400",2026-08-20,3.8
KV100375,Petaling Jaya,Condominium,4.0,3.0,2.0,860 sq. ft.,Fully Furnished,"RM 2,950",02/07/2025,3.5
KV100677,Shah Alam,Terrace House,5.0,4.0,2.0,"1,510 sq. ft.",Fully Furnished,"RM 3,550",2025-11-21,4.5
KV100819,Cheras,Serviced Residence,3.0,2.0,2.0,970 sq. ft.,Partially Furnished,"RM 2,100",13/07/2025,4.2
KV100623,Cheras,Terrace House,4.0,,1.0,"1,700 sq. ft.",Partially Furnished,"RM 2,800",2025-10-25,3.5
KV100472,Bangsar,Condominium,4.0,3.0,,"1,200 sq. ft.",Fully Furnished,"RM 5,650",2025-08-09,3.2
KV100939,Setapak,Condominium,2.0,1.0,,840 sq. ft.,Fully Furnished,"RM 2,000",13/09/2025,3.0
KV101115,Subang Jaya,Apartment,4.0,3.0,2.0,960 sq. ft.,,"RM 1,950",2026-04-15,4.0
KV100388,Bangsar,Condominium,3.0,3.0,2.0,"1,310 sq. ft.",Not Furnished,"RM 4,200",2026-01-05,3.6
KV100022,Shah Alam,Studio,1.0,1.0,-0.0,350 sq. ft.,Fully Furnished,"RM 1,000",2025-10-25,4.4
KV100927,Mont Kiara,Studio,1.0,1.0,,420 sq. ft.,Not Furnished,"RM 1,850",07/10/2025,3.0
KV100929,Kajang,Serviced Residence,4.0,,1.0,980 sq. ft.,Partially Furnished,"RM 1,700",2026-03-29,4.6
KV100423,  Shah Alam ,Apartment,3.0,2.0,0.0,"1,150 sq. ft.",Partly Furnished,"RM 1,950",15/04/2026,4.7
KV101011,Bangsar,Serviced Residence,3.0,,2.0,"1,080 sq. ft.",Fully Furnished,"RM 5,250",24/07/2025,5.0
KV100758,Setapak  ,Studio,1.0,1.0,0.0,390 sq. ft.,Partially Furnished,RM 700,2026-03-10,3.9
KV100724,PUCHONG,Condominium,4.0,3.0,3.0,980 sq. ft.,Not Furnished,"RM 1,850",2025-04-18,3.5
KV100558,Cheras,Serviced Residence,2.0,,1.0,870 sq. ft.,Fully Furnished,"RM 2,100",24/01/2026,
KV100142,Ampang,Apartment,3.0,2.0,2.0,"1,010 sq. ft.",Fully Furnished,"RM 2,500",2026-02-04,3.3
KV100050,Subang Jaya,Condominium,2.0,1.0,2.0,970 sq. ft.,Fully Furnished,"RM 2,700",2026-04-21,4.7
KV100885,kajang,Studio,1.0,1.0,-0.0,370 sq. ft.,Partially Furnished,RM 750,30/05/2025,
KV100955,Kajang,Terrace House,3.0,2.0,0.0,"1,320 sq. ft.",Partially Furnished,"RM 1,850",2025-03-10,4.5
KV100081,Kajang,Condominium,3.0,2.0,,"1,090 sq. ft.",Full Furnished,"RM 2,200",23/07/2025,4.7
KV100482,Petaling Jaya,Condominium,3.0,3.0,2.0,"1,130 sq. ft.",Partially Furnished,"RM 3,400",2025-06-22,
KV100321,KLCC,Serviced Residence,3.0,3.0,2.0,960 sq. ft.,fully furnished,"RM 6,300",28/03/2025,4.0
KV101022,Cyberjaya,Apartment,4.0,3.0,,960 sq. ft.,Not Furnished,"RM 1,700",2025-11-20,4.8
KV100733,PUCHONG,Terrace House,3.0,2.0,2.0,"1,590 sq. ft.",,"RM 2,550",2025-04-03,3.8
KV101174,Mont Kiara  ,Apartment,4.0,4.0,2.0,850 sq. ft.,Unfurnished,"RM 3,150",2025-10-12,3.8
KV100066,Kajang,Serviced Residence,3.0,3.0,0.0,520 sq. ft.,Fully Furnished,"RM 1,150",06/05/2025,3.7
KV101079,Bangsar,Apartment,3.0,2.0,2.0,680 sq. ft.,Fully Furnished,"RM 2,500",2025-08-13,3.5
KV100573,Subang Jaya,Terrace House,3.0,2.0,2.0,"1,710 sq. ft.",Fully Furnished,"RM 3,400",12/07/2025,
KV100941,Bangsar,Apartment,,2.0,2.0,970 sq. ft.,partially furnished,"RM 42,230",2026-04-23,3.8
KV100417,BANGSAR,Apartment,4.0,3.0,2.0,990 sq. ft.,Fully Furnished,"RM 3,850",17/07/2026,4.6
KV100756,Kajang,Condominium,4.0,3.0,2.0,950 sq. ft.,Fully Furnished,"RM 1,900",25/03/2025,4.0
KV100064,Petaling Jaya,Apartment,4.0,3.0,1.0,720 sq. ft.,Fully Furnished,"RM 52,661",2025-08-07,4.2
KV100963,Petaling Jaya,Condominium,3.0,2.0,2.0,"1,340 sq. ft.",Partially Furnished,"RM 3,550",03/11/2025,3.3
KV100954,Bangsar  ,Condominium,4.0,3.0,,"1,410 sq. ft.",Not Furnished,"RM 5,300",20/07/2026,3.3
KV100742,CYBERJAYA,Apartment,2.0,1.0,1.0,780 sq. ft.,Not Furnished,"RM 1,500",2025-12-03,4.1
KV100491,  Ampang ,Terrace House,3.0,3.0,2.0,"1,780 sq. ft.",Fully Furnished,"RM 4,200",2025-12-04,3.1
KV100747,Cheras  ,Condominium,4.0,3.0,2.0,"1,310 sq. ft.",Fully Furnished,"RM 2,800",27/08/2026,3.7
KV100848,Ampang,Condominium,3.0,3.0,2.0,"1,070 sq. ft.",Partially Furnished,"RM 2,750",2026-06-21,4.4
KV100065,Subang Jaya,Condominium,4.0,3.0,1.0,910 sq. ft.,,"RM 2,200",2026-08-16,3.8
KV101035,Mont Kiara,Condominium,2.0,2.0,1.0,"1,230 sq. ft.",PARTIALLY FURNISHED,"RM 4,700",26/04/2026,4.3
KV101042,Bangsar,Condominium,2.0,2.0,0.0,"1,150 sq. ft.",Fully Furnished,"RM 5,400",2026-05-25,3.6
KV100105,Petaling Jaya  ,Condominium,3.0,2.0,2.0,"1,400 sq. ft.",partially furnished,"RM 3,300",19/07/2026,4.4
KV100296,Cyberjaya,Condominium,3.0,3.0,2.0,960 sq. ft.,Full Furnished,"RM 2,500",2025-03-14,3.5
KV100419,Setapak,Condominium,3.0,2.0,2.0,"1,340 sq. ft.",Partially Furnished,"RM 2,050",2025-03-17,3.8
KV100438,Puchong,Studio,1.0,1.0,-0.0,470 sq. ft.,partially furnished,"RM 1,200",01/07/2025,3.8
KV100261,Ampang  ,Condominium,2.0,1.0,1.0,,Partially Furnished,"RM 3,850",03/04/2025,3.5
KV100740,Ampang  ,Condominium,2.0,1.0,0.0,"1,300 sq. ft.",Not Furnished,"RM 3,250",2025-11-22,3.2
KV100281,KLCC,Condominium,2.0,1.0,,"1,000 sq. ft.",Fully Furnished,"RM 5,650",2026-02-04,
KV100673,Petaling Jaya,Apartment,3.0,3.0,,850 sq. ft.,PARTIALLY FURNISHED,"RM 2,100",2025-03-22,4.1
KV100721,Cheras,Terrace House,4.0,4.0,,"1,210 sq. ft.",Fully Furnished,"RM 2,000",2025-12-10,4.1
KV100188,  Cyberjaya ,Terrace House,3.0,2.0,2.0,"1,650 sq. ft.",Full Furnished,"RM 3,250",2026-06-20,
KV100832,kajang,Condominium,3.0,2.0,,"1,370 sq. ft.",Fully Furnished,"RM 2,900",2025-12-20,4.4
KV100251,Setapak,Condominium,4.0,3.0,,810 sq. ft.,Partially Furnished,"RM 1,500",2025-03-13,3.5
KV100798,Petaling Jaya,Serviced Residence,2.0,1.0,,890 sq. ft.,Partially Furnished,"-RM 1,200",23/07/2026,3.2
KV101180,Cheras,Condominium,2.0,1.0,,"1,060 sq. ft.",Fully Furnished,"RM 2,750",2026-03-23,4.0
KV100514,Shah Alam,Serviced Residence,4.0,3.0,3.0,"1,060 sq. ft.",partially furnished,"RM 81,398",2025-06-30,4.5
KV100632,Puchong  ,Condominium,4.0,4.0,2.0,"1,170 sq. ft.",Not Furnished,"RM 2,050",2025-11-20,4.3
KV100487,Puchong  ,Terrace House,3.0,,2.0,"1,880 sq. ft.",Fully Furnished,"RM 3,300",2025-11-16,3.2
KV100273,Bangsar,Condominium,4.0,3.0,,"1,380 sq. ft.",Partially Furnished,"RM 5,500",18/08/2026,3.7
KV101016,Petaling Jaya,Condominium,4.0,3.0,2.0,"1,400 sq. ft.",,"RM 4,250",2025-04-05,4.3
KV101108,AMPANG,Apartment,2.0,1.0,1.0,930 sq. ft.,Not Furnished,"RM 2,250",2025-10-08,3.6
KV100448,Subang Jaya,Studio,1.0,1.0,,480 sq. ft.,Fully Furnished,"RM 1,550",2025-08-27,5.0
KV100411,Puchong,Terrace House,5.0,4.0,2.0,"1,390 sq. ft.",Fully Furnished,"RM 2,600",07/08/2026,4.3
KV100907,Subang Jaya,Terrace House,3.0,2.0,0.0,"1,580 sq. ft.",Fully Furnished,"RM 3,750",2025-09-10,4.8
KV101046,Cyberjaya  ,Condominium,4.0,4.0,,"1,100 sq. ft.",Not Furnished,"RM 1,900",2025-11-24,4.8
KV100990,Shah Alam,Condominium,3.0,2.0,0.0,"1,130 sq. ft.",Partially Furnished,"RM 2,400",16/11/2025,4.7
KV101080,KLCC,Apartment,2.0,1.0,1.0,960 sq. ft.,Not Furnished,"RM 4,100",26/06/2026,
KV100149,Setapak,Condominium,4.0,4.0,2.0,"1,110 sq. ft.",Fully Furnished,"RM 2,500",2025-12-22,3.8
KV100218,Bangsar,Serviced Residence,4.0,3.0,1.0,"1,030 sq. ft.",Partially Furnished,"RM 4,100",2025-03-16,4.3
KV100239,  Cyberjaya ,Apartment,3.0,3.0,2.0,830 sq. ft.,fully furnished,"RM 2,150",2025-04-28,4.2
KV100793,Mont Kiara,Terrace House,3.0,2.0,2.0,"1,840 sq. ft.",Partially Furnished,"RM 5,450",2025-07-10,4.1
KV100192,Petaling Jaya,Serviced Residence,3.0,2.0,2.0,990 sq. ft.,Partially Furnished,"RM 3,250",27/09/2025,3.9
KV100191,Shah Alam,Studio,1.0,1.0,2.0,450 sq. ft.,Fully Furnished,"RM 1,450",2025-12-22,4.7
KV100626,Kajang,Serviced Residence,3.0,2.0,0.0,750 sq. ft.,FULLY FURNISHED,"RM 1,850",2025-03-14,3.7
KV100638,Subang Jaya,Serviced Residence,4.0,3.0,2.0,750 sq. ft.,Fully Furnished,"RM 2,250",2026-04-07,4.2
KV100642,Cheras,Condominium,3.0,3.0,0.0,960 sq. ft.,Fully Furnished,"RM 2,250",12/04/2025,3.3
KV100752,Puchong,Serviced Residence,4.0,3.0,1.0,970 sq. ft.,Partially Furnished,"RM 2,000",2026-08-23,
KV100637,Subang Jaya,Apartment,2.0,1.0,,800 sq. ft.,Fully Furnished,"RM 1,950",2025-08-23,4.3
KV100997,Bangsar,Serviced Residence,2.0,1.0,0.0,"1,010 sq. ft.",,"RM 3,700",2026-03-11,4.2
KV100755,Cyberjaya,Apartment,4.0,4.0,,940 sq. ft.,Partially Furnished,"RM 1,750",2026-05-20,3.4
KV100582,Subang Jaya,Studio,1.0,1.0,0.0,380 sq. ft.,Not Furnished,RM 800,19/05/2025,4.6
KV100751,Ampang,Serviced Residence,3.0,2.0,2.0,880 sq. ft.,Fully Furnished,"RM 2,750",2026-02-22,4.4
KV100627,Petaling Jaya,Condominium,3.0,2.0,2.0,"1,020 sq. ft.",Partially Furnished,"RM 2,900",25/02/2026,3.7
KV101144,setapak,Apartment,3.0,2.0,2.0,790 sq. ft.,Not Furnished,"RM 1,200",2025-08-27,4.1
KV100323,KLCC  ,Condominium,2.0,1.0,0.0,"1,140 sq. ft.",partially furnished,"RM 4,450",2025-12-26,5.0
KV101124,Cheras,Apartment,2.0,1.0,1.0,"1,110 sq. ft.",Fully Furnished,"RM 2,200",2026-06-24,3.8
KV100913,KLCC,Apartment,3.0,2.0,2.0,740 sq. ft.,Partially Furnished,"RM 3,400",2025-08-16,3.4
KV100925,Petaling Jaya,Studio,1.0,1.0,2.0,410 sq. ft.,Partially Furnished,"RM 1,250",2025-03-11,4.0
KV100437,Puchong,Condominium,2.0,1.0,0.0,"1,260 sq. ft.",Fully Furnished,"RM 2,500",2026-05-17,3.9
KV101141,Ampang,Condominium,2.0,2.0,1.0,"1,270 sq. ft.",fully furnished,"RM 3,700",2025-10-01,3.0
KV100947,Petaling Jaya,Apartment,2.0,1.0,0.0,970 sq. ft.,Fully Furnished,"RM 2,900",2025-08-17,
KV100341,Subang Jaya,Apartment,4.0,4.0,2.0,"1,030 sq. ft.",Not Furnished,"RM 2,100",2026-04-25,3.6
KV100002,Puchong,Serviced Residence,3.0,3.0,,"1,030 sq. ft.",Fully Furnished,"RM 2,800",2025-09-19,4.2
KV100229,  Cyberjaya ,Serviced Residence,3.0,,,"1,010 sq. ft.",Fully Furnished,"RM 3,100",2025-07-31,3.7
KV101109,shah alam,Condominium,3.0,3.0,2.0,"1,310 sq. ft.",Fully Furnished,"RM 3,850",2025-06-29,4.7
KV101190,Shah Alam,Serviced Residence,3.0,3.0,2.0,770 sq. ft.,,"RM 2,300",2025-10-17,5.0
